_id,state,event,venue,Year,time,food_type,food,budget
00000f07,Maharashtra,Orientation,Outdoor,2011,Afternoon,Specific,South Indian,1834315
00000f08,Telangana,Conference,Indoor,2012,Morning,Specific,North-East Style,942998
00000f09,Uttar Pradesh,Housewarming,Indoor,2019,Afternoon,Vegetarian,,1709999
00000f0a,Rajasthan,Baptism,Indoor,2012,Evening,Specific,Kerala Style,1935995
00000f0b,Kerala,Birthday,Outdoor,2011,Morning,,,1968771
00000f0c,Uttarakhand,Conference,Indoor,2011,Morning,Vegetarian,,1062763
00000f0d,Himachal Pradesh,First Holy Communion,Outdoor,2018,Afternoon,Vegetarian,,685447
00000f0e,Rajasthan,Conference,Outdoor,2014,Evening,,,120780
00000f0f,Himachal Pradesh,Orientation,Indoor,2019,Evening,Vegetarian,,1316908
00000f10,Uttarakhand,Baptism,Outdoor,2015,Morning,,,1421816
00000f11,Bihar,Wedding,Outdoor,2016,Morning,Vegetarian,,672878
00000f12,Odisha,Conference,Outdoor,2014,Afternoon,Non-vegetarian,,330184
00000f13,Andhra Pradesh,Housewarming,Both,2012,Afternoon,Specific,Goan,78212
00000f14,Uttar Pradesh,Housewarming,Outdoor,2014,Afternoon,Non-vegetarian,,1209552
00000f15,Kerala,Engagement,Both,2011,Afternoon,Non-vegetarian,,560751
00000f16,Tripura,Housewarming,Outdoor,2017,Afternoon,Non-vegetarian,,1368795
00000f17,Himachal Pradesh,First Holy Communion,Both,2019,Evening,Vegetarian,,906945
00000f18,Karnataka,Baptism,Indoor,2017,Afternoon,Specific,North-East Style,1681354
00000f19,Punjab,Wedding,Indoor,2014,Afternoon,Vegetarian,,128492
00000f1a,Tamil Nadu,Housewarming,Outdoor,2017,Morning,Non-vegetarian,,145887
00000f1b,Telangana,Orientation,Indoor,2017,Evening,Specific,Goan,1930950
00000f1c,Mizoram,Engagement,Outdoor,2014,Morning,Non-vegetarian,,530148
00000f1d,Assam,Housewarming,Indoor,2019,Afternoon,Vegetarian,,333145
00000f1e,Nagaland,Orientation,Outdoor,2017,Afternoon,Vegetarian,,1743630
00000f1f,Madhya Pradesh,Baptism,Indoor,2017,Evening,Specific,Goan,524598
00000f20,Karnataka,Baptism,Both,2010,Morning,,,391616
00000f21,Kerala,Conference,Indoor,2013,Evening,Specific,South Indian,1126500
00000f22,Goa,First Holy Communion,Both,2011,Evening,,,296444
00000f23,Manipur,Housewarming,Indoor,2011,Afternoon,Vegetarian,,1395983
00000f24,Sikkim,First Holy Communion,Both,2012,Evening,Non-vegetarian,,1084317
00000f25,Chhattisgarh,Orientation,Outdoor,2011,Afternoon,Specific,South Indian,939123
00000f26,Meghalaya,Baptism,Indoor,2010,Afternoon,Vegetarian,,160422
00000f27,Gujarat,Engagement,Both,2011,Morning,Non-vegetarian,,1153406
00000f28,Haryana,Baptism,Outdoor,2017,Evening,,,143873
00000f29,Arunachal Pradesh,Baptism,Outdoor,2014,Afternoon,,,1832845
00000f2a,Gujarat,Wedding,Outdoor,2019,Morning,,,482003
00000f2b,Bihar,Engagement,Both,2011,Afternoon,Non-vegetarian,,1830760
00000f2c,Telangana,First Holy Communion,Outdoor,2010,Afternoon,Vegetarian,,1521046
00000f2d,Sikkim,Conference,Indoor,2012,Afternoon,Vegetarian,,949529
00000f2e,Uttar Pradesh,Conference,Indoor,2010,Morning,Non-vegetarian,,1997185
00000f2f,West Bengal,Conference,Outdoor,2018,Afternoon,Vegetarian,,1278888
00000f30,Gujarat,Wedding,Indoor,2014,Evening,Specific,South Indian,401406
00000f31,Himachal Pradesh,First Holy Communion,Indoor,2017,Morning,Vegetarian,,173335
00000f32,Bihar,Baptism,Indoor,2013,Morning,,,1509242
00000f33,Uttar Pradesh,Birthday,Indoor,2017,Afternoon,,,925249
00000f34,Rajasthan,First Holy Communion,Outdoor,2013,Evening,Vegetarian,,604585
00000f35,Mizoram,First Holy Communion,Outdoor,2017,Afternoon,Non-vegetarian,,1725299
00000f36,Meghalaya,Housewarming,Outdoor,2018,Morning,Vegetarian,,1554543
00000f37,Tripura,Orientation,Both,2015,Evening,Vegetarian,,337768
00000f38,Uttarakhand,First Holy Communion,Both,2019,Evening,Vegetarian,,1720187
00000f39,Assam,Conference,Indoor,2012,Morning,Specific,Goan,1635573
00000f3a,Madhya Pradesh,Wedding,Both,2012,Morning,,,1641369
00000f3b,Mizoram,Engagement,Outdoor,2017,Morning,Specific,Kerala Style,89419
00000f3c,Maharashtra,First Holy Communion,Outdoor,2015,Evening,Vegetarian,,595037
00000f3d,Karnataka,Orientation,Both,2017,Evening,Specific,North-East Style,1456156
00000f3e,Chhattisgarh,Housewarming,Outdoor,2011,Evening,Vegetarian,,1677269
00000f3f,Bihar,Birthday,Outdoor,2016,Morning,Vegetarian,,358654
00000f40,Tripura,Housewarming,Outdoor,2011,Afternoon,Specific,North-East Style,1747601
00000f41,Himachal Pradesh,Baptism,Outdoor,2010,Afternoon,Specific,North Indian,285868
00000f42,Maharashtra,Baptism,Outdoor,2010,Afternoon,Vegetarian,,1038718
00000f43,Telangana,Orientation,Indoor,2010,Evening,Specific,Kerala Style,869500
00000f44,Gujarat,Birthday,Indoor,2012,Afternoon,,,1031491
00000f45,Meghalaya,First Holy Communion,Outdoor,2011,Afternoon,Vegetarian,,110063
00000f46,Manipur,First Holy Communion,Both,2015,Afternoon,Specific,Goan,95285
00000f47,Uttarakhand,First Holy Communion,Indoor,2018,Afternoon,Specific,North Indian,1341718
00000f48,Tripura,Orientation,Indoor,2015,Afternoon,Non-vegetarian,,114611
00000f49,Nagaland,Birthday,Indoor,2015,Morning,Vegetarian,,346200
00000f4a,Mizoram,Conference,Both,2014,Afternoon,Vegetarian,,1015360
00000f4b,Bihar,Engagement,Outdoor,2014,Afternoon,Non-vegetarian,,895956
00000f4c,Karnataka,Orientation,Indoor,2015,Morning,Specific,North Indian,1617999
00000f4d,Goa,Baptism,Both,2018,Morning,Non-vegetarian,,53540
00000f4e,Mizoram,Orientation,Both,2017,Afternoon,Vegetarian,,911953
00000f4f,Kerala,Orientation,Indoor,2014,Afternoon,,,470978
00000f50,Goa,Birthday,Both,2014,Evening,Vegetarian,,1958239
00000f51,Goa,Baptism,Outdoor,2016,Morning,Vegetarian,,114291
00000f52,Rajasthan,Baptism,Outdoor,2014,Evening,,,69512
00000f53,Uttar Pradesh,Conference,Indoor,2017,Evening,Non-vegetarian,,102443
00000f54,Mizoram,Engagement,Both,2013,Evening,Non-vegetarian,,1605875
00000f55,Andhra Pradesh,First Holy Communion,Both,2010,Evening,,,1797970
00000f56,Sikkim,Conference,Both,2010,Morning,Vegetarian,,896344
00000f57,Mizoram,Engagement,Outdoor,2019,Evening,,,652828
00000f58,Rajasthan,Housewarming,Outdoor,2012,Evening,Specific,Goan,848516
00000f59,Himachal Pradesh,Housewarming,Both,2016,Morning,Non-vegetarian,,874670
00000f5a,Bihar,Wedding,Indoor,2011,Evening,Vegetarian,,1417182
00000f5b,Assam,Housewarming,Outdoor,2014,Evening,Vegetarian,,1823527
00000f5c,Sikkim,Engagement,Indoor,2012,Afternoon,Vegetarian,,1722208
00000f5d,Tripura,Wedding,Outdoor,2019,Morning,Non-vegetarian,,739022
00000f5e,Odisha,Orientation,Both,2013,Afternoon,Vegetarian,,916508
00000f5f,Goa,Orientation,Indoor,2013,Afternoon,Specific,Goan,101222
00000f60,Mizoram,Orientation,Both,2014,Morning,Vegetarian,,1863885
00000f61,Sikkim,Conference,Indoor,2017,Evening,Vegetarian,,1430464
00000f62,Maharashtra,Orientation,Outdoor,2016,Evening,,,971659
00000f63,Haryana,Orientation,Outdoor,2018,Morning,Vegetarian,,1530902
00000f64,Punjab,Birthday,Outdoor,2019,Morning,,,431826
00000f65,Chhattisgarh,First Holy Communion,Outdoor,2016,Evening,Vegetarian,,280707
00000f66,Meghalaya,Baptism,Both,2015,Morning,Specific,South Indian,821001
00000f67,Arunachal Pradesh,Engagement,Outdoor,2014,Evening,Specific,Goan,88366
00000f68,Goa,Baptism,Outdoor,2015,Afternoon,Non-vegetarian,,684299
00000f69,Uttarakhand,First Holy Communion,Indoor,2015,Evening,Non-vegetarian,,1823979
00000f6a,Chhattisgarh,Wedding,Indoor,2016,Morning,,,1914216
00000f6b,Karnataka,First Holy Communion,Indoor,2019,Morning,Non-vegetarian,,1943321
00000f6c,Chhattisgarh,Baptism,Outdoor,2010,Afternoon,Non-vegetarian,,1744840
00000f6d,Telangana,Wedding,Indoor,2016,Afternoon,Vegetarian,,1628590
00000f6e,Maharashtra,Birthday,Outdoor,2013,Morning,Specific,South Indian,724477
00000f6f,Goa,Baptism,Indoor,2018,Afternoon,Non-vegetarian,,577374
00000f70,Jharkhand,Birthday,Outdoor,2019,Evening,Vegetarian,,364902
00000f71,Assam,Housewarming,Outdoor,2010,Afternoon,Specific,North Indian,562767
00000f72,Meghalaya,Wedding,Both,2012,Morning,Specific,South Indian,1725383
00000f73,Himachal Pradesh,Engagement,Both,2012,Afternoon,,,1023153
00000f74,Rajasthan,Baptism,Outdoor,2017,Afternoon,Specific,South Indian,1870789
00000f75,Manipur,First Holy Communion,Indoor,2015,Afternoon,Vegetarian,,1342458
00000f76,Bihar,Engagement,Outdoor,2016,Morning,Specific,Kerala Style,1056182
00000f77,Goa,Engagement,Both,2010,Afternoon,Non-vegetarian,,342591
00000f78,Odisha,Birthday,Outdoor,2016,Afternoon,Specific,Kerala Style,665895
00000f79,Haryana,Housewarming,Outdoor,2014,Evening,Non-vegetarian,,303523
00000f7a,Sikkim,Housewarming,Outdoor,2012,Afternoon,Specific,North Indian,1796183
00000f7b,Goa,Conference,Both,2016,Evening,Non-vegetarian,,1693672
00000f7c,Manipur,Wedding,Both,2016,Afternoon,,,430091
00000f7d,Manipur,Wedding,Outdoor,2014,Evening,,,1122377
00000f7e,Punjab,Housewarming,Indoor,2013,Afternoon,Vegetarian,,888845
00000f7f,Assam,Conference,Both,2014,Morning,,,1007059
00000f80,Haryana,Wedding,Indoor,2010,Evening,Non-vegetarian,,1494331
00000f81,Manipur,Wedding,Indoor,2013,Morning,Non-vegetarian,,1610853
00000f82,Haryana,Engagement,Both,2015,Afternoon,Non-vegetarian,,895466
00000f83,Arunachal Pradesh,Birthday,Both,2011,Evening,Non-vegetarian,,96774
00000f84,Gujarat,Birthday,Indoor,2012,Evening,Vegetarian,,897271
00000f85,Madhya Pradesh,Housewarming,Indoor,2016,Morning,Vegetarian,,1696193
00000f86,Sikkim,Housewarming,Indoor,2014,Evening,Vegetarian,,1084018
00000f87,Mizoram,Wedding,Indoor,2015,Evening,Vegetarian,,1565274
00000f88,Meghalaya,Engagement,Outdoor,2013,Morning,Specific,Goan,1291438
00000f89,Maharashtra,Engagement,Outdoor,2011,Morning,Non-vegetarian,,550623
00000f8a,Himachal Pradesh,Birthday,Outdoor,2011,Evening,,,951537
00000f8b,Bihar,Housewarming,Outdoor,2015,Evening,Specific,North-East Style,1519531
00000f8c,West Bengal,First Holy Communion,Indoor,2011,Evening,Non-vegetarian,,484850
00000f8d,Mizoram,Conference,Indoor,2015,Evening,Vegetarian,,1722036
00000f8e,Chhattisgarh,Engagement,Both,2019,Evening,,,1749430
00000f8f,Uttarakhand,Baptism,Outdoor,2019,Afternoon,Vegetarian,,890982
00000f90,Karnataka,Orientation,Both,2011,Evening,Non-vegetarian,,291311
00000f91,Gujarat,Orientation,Indoor,2019,Morning,Non-vegetarian,,348095
00000f92,Madhya Pradesh,Orientation,Outdoor,2016,Morning,Non-vegetarian,,228166
00000f93,Uttarakhand,Conference,Both,2015,Evening,Non-vegetarian,,292152
00000f94,Punjab,Birthday,Indoor,2017,Evening,Vegetarian,,106787
00000f95,Uttarakhand,Birthday,Indoor,2019,Afternoon,Specific,North Indian,1131767
00000f96,Odisha,Housewarming,Both,2019,Afternoon,Vegetarian,,1917945
00000f97,Maharashtra,Engagement,Both,2017,Evening,Non-vegetarian,,1711884
00000f98,Jharkhand,Conference,Outdoor,2011,Evening,Vegetarian,,1536398
00000f99,Tamil Nadu,Orientation,Both,2014,Evening,Vegetarian,,1252423
00000f9a,Haryana,Wedding,Both,2010,Evening,Vegetarian,,1253571
00000f9b,Madhya Pradesh,Conference,Indoor,2012,Morning,Vegetarian,,649686
00000f9c,Sikkim,First Holy Communion,Indoor,2019,Morning,Non-vegetarian,,1105635
00000f9d,Assam,Engagement,Both,2012,Evening,Specific,North Indian,1630645
00000f9e,Maharashtra,First Holy Communion,Indoor,2012,Morning,Specific,Goan,1141858
00000f9f,Telangana,Housewarming,Outdoor,2013,Morning,Specific,North Indian,1006698
00000fa0,Chhattisgarh,Housewarming,Indoor,2013,Afternoon,Specific,North-East Style,996028
00000fa1,Bihar,Conference,Indoor,2015,Morning,Specific,North Indian,1138063
00000fa2,Madhya Pradesh,Baptism,Indoor,2010,Evening,,,1231243
00000fa3,Kerala,Engagement,Both,2016,Afternoon,Specific,North-East Style,159486
00000fa4,Tamil Nadu,Housewarming,Both,2016,Afternoon,,,86004
00000fa5,Uttarakhand,Conference,Outdoor,2010,Evening,,,1232027
00000fa6,Andhra Pradesh,Wedding,Both,2018,Evening,Non-vegetarian,,1024319
00000fa7,Nagaland,Baptism,Both,2014,Evening,Vegetarian,,1290389
00000fa8,Maharashtra,First Holy Communion,Indoor,2018,Morning,,,424018
00000fa9,Rajasthan,Wedding,Both,2016,Afternoon,Non-vegetarian,,1700612
00000faa,Assam,Orientation,Indoor,2011,Morning,,,617231
00000fab,Manipur,First Holy Communion,Outdoor,2013,Morning,Specific,South Indian,830202
00000fac,Uttar Pradesh,Orientation,Outdoor,2011,Evening,,,1117747
00000fad,Kerala,Wedding,Both,2011,Morning,Non-vegetarian,,538285
00000fae,Uttar Pradesh,Wedding,Outdoor,2018,Afternoon,Specific,North Indian,1600377
00000faf,Tamil Nadu,Housewarming,Outdoor,2015,Afternoon,Vegetarian,,936685
00000fb0,Andhra Pradesh,Orientation,Indoor,2016,Afternoon,Specific,North Indian,232321
00000fb1,Madhya Pradesh,Birthday,Indoor,2019,Evening,Vegetarian,,1092627
00000fb2,Tripura,Conference,Outdoor,2010,Evening,Vegetarian,,404553
00000fb3,Chhattisgarh,First Holy Communion,Indoor,2013,Evening,Specific,South Indian,783156
00000fb4,Meghalaya,Wedding,Both,2014,Afternoon,Non-vegetarian,,870788
00000fb5,Kerala,Birthday,Both,2015,Morning,Vegetarian,,1110967
00000fb6,Nagaland,Conference,Outdoor,2010,Afternoon,Vegetarian,,234996
00000fb7,Karnataka,Engagement,Indoor,2010,Morning,Non-vegetarian,,1485288
00000fb8,West Bengal,Birthday,Outdoor,2018,Afternoon,,,793992
00000fb9,Andhra Pradesh,Baptism,Both,2015,Morning,Specific,Kerala Style,192202
00000fba,Odisha,Birthday,Outdoor,2016,Afternoon,Vegetarian,,1278490
00000fbb,Jharkhand,Baptism,Outdoor,2011,Evening,Vegetarian,,1290361
00000fbc,Maharashtra,Orientation,Both,2019,Evening,,,1161094
00000fbd,Arunachal Pradesh,Orientation,Outdoor,2011,Afternoon,Specific,Goan,797272
00000fbe,Meghalaya,Baptism,Outdoor,2019,Evening,Specific,Kerala Style,797238
00000fbf,Telangana,Conference,Outdoor,2014,Morning,Specific,North-East Style,1235892
00000fc0,Jharkhand,Conference,Outdoor,2018,Evening,Non-vegetarian,,1334353
00000fc1,Maharashtra,Orientation,Indoor,2011,Evening,Non-vegetarian,,404323
00000fc2,Haryana,First Holy Communion,Indoor,2018,Morning,Specific,North-East Style,462079
00000fc3,Telangana,Birthday,Both,2014,Morning,Vegetarian,,1472728
00000fc4,West Bengal,Wedding,Outdoor,2014,Afternoon,,,1506383
00000fc5,Punjab,Orientation,Both,2011,Afternoon,Vegetarian,,838048
00000fc6,Uttar Pradesh,Engagement,Both,2018,Afternoon,Specific,South Indian,1766366
00000fc7,Punjab,Orientation,Outdoor,2012,Evening,Non-vegetarian,,1457423
00000fc8,Arunachal Pradesh,First Holy Communion,Indoor,2017,Evening,,,1674770
00000fc9,Manipur,Baptism,Indoor,2016,Morning,Non-vegetarian,,889694
00000fca,Odisha,First Holy Communion,Indoor,2012,Evening,Non-vegetarian,,1286689
00000fcb,Madhya Pradesh,Orientation,Indoor,2019,Morning,Vegetarian,,1040684
00000fcc,Punjab,Engagement,Both,2011,Evening,,,677668
00000fcd,Telangana,Wedding,Both,2011,Afternoon,Specific,North Indian,400687
00000fce,Gujarat,Engagement,Both,2016,Afternoon,Non-vegetarian,,1485170
00000fcf,Odisha,Wedding,Both,2011,Afternoon,,,1770941
00000fd0,Bihar,Orientation,Indoor,2018,Afternoon,Non-vegetarian,,349722
00000fd1,Goa,Orientation,Outdoor,2017,Morning,Non-vegetarian,,938938
00000fd2,Telangana,First Holy Communion,Both,2019,Morning,,,658088
00000fd3,Goa,Orientation,Indoor,2015,Morning,Specific,North Indian,496299
00000fd4,Gujarat,Conference,Both,2019,Afternoon,,,902956
00000fd5,Uttar Pradesh,Housewarming,Outdoor,2012,Morning,Non-vegetarian,,105420
00000fd6,Telangana,First Holy Communion,Outdoor,2011,Evening,Non-vegetarian,,795185
00000fd7,Bihar,Birthday,Both,2016,Morning,Vegetarian,,1467033
00000fd8,Himachal Pradesh,Housewarming,Indoor,2015,Evening,Specific,North Indian,554474
00000fd9,Telangana,Baptism,Outdoor,2017,Morning,Vegetarian,,71402
00000fda,Nagaland,Baptism,Outdoor,2018,Morning,Specific,South Indian,1117701
00000fdb,Himachal Pradesh,Baptism,Outdoor,2015,Morning,Specific,North Indian,1004672
00000fdc,Himachal Pradesh,Baptism,Both,2017,Evening,Non-vegetarian,,198280
00000fdd,Goa,Conference,Both,2015,Afternoon,Vegetarian,,1837725
00000fde,Madhya Pradesh,Birthday,Outdoor,2011,Afternoon,Non-vegetarian,,1036122
00000fdf,Mizoram,Orientation,Both,2018,Afternoon,Vegetarian,,1780728
00000fe0,Goa,Engagement,Outdoor,2014,Morning,,,1165019
00000fe1,Jharkhand,Conference,Outdoor,2014,Afternoon,Specific,North Indian,1646475
00000fe2,Kerala,First Holy Communion,Both,2010,Evening,Specific,North Indian,627946
00000fe3,Himachal Pradesh,Housewarming,Outdoor,2018,Afternoon,Specific,North Indian,711835
00000fe4,Goa,Housewarming,Outdoor,2013,Morning,,,700587
00000fe5,Haryana,Birthday,Outdoor,2014,Afternoon,Vegetarian,,649459
00000fe6,Madhya Pradesh,First Holy Communion,Outdoor,2010,Evening,Vegetarian,,686237
00000fe7,Uttarakhand,First Holy Communion,Outdoor,2017,Morning,Non-vegetarian,,501253
00000fe8,Uttar Pradesh,Baptism,Indoor,2010,Afternoon,Vegetarian,,138255
00000fe9,Nagaland,Baptism,Outdoor,2013,Afternoon,Specific,Goan,218233
00000fea,Karnataka,Birthday,Outdoor,2012,Afternoon,Specific,South Indian,1281617
00000feb,West Bengal,Conference,Indoor,2011,Afternoon,Non-vegetarian,,1167123
00000fec,Karnataka,Baptism,Outdoor,2016,Morning,Vegetarian,,74235
00000fed,Gujarat,Baptism,Both,2016,Evening,Specific,South Indian,1422640
00000fee,Haryana,Housewarming,Indoor,2010,Afternoon,Vegetarian,,734942
00000fef,Karnataka,Wedding,Indoor,2014,Evening,Specific,North Indian,606643
00000ff0,Assam,Housewarming,Indoor,2017,Morning,Vegetarian,,906720
00000ff1,Kerala,Housewarming,Outdoor,2012,Morning,,,1318903
00000ff2,Haryana,Engagement,Both,2013,Afternoon,Non-vegetarian,,723988
00000ff3,Gujarat,Engagement,Indoor,2014,Evening,,,1052828
00000ff4,Maharashtra,Wedding,Indoor,2014,Morning,,,1020024
00000ff5,Maharashtra,Birthday,Indoor,2014,Morning,,,1242326
00000ff6,Chhattisgarh,Orientation,Indoor,2011,Evening,Vegetarian,,1084046
00000ff7,Uttarakhand,Birthday,Outdoor,2010,Evening,Specific,North-East Style,1126433
00000ff8,Manipur,Birthday,Indoor,2012,Evening,Vegetarian,,320046
00000ff9,Mizoram,First Holy Communion,Both,2010,Morning,Non-vegetarian,,1371390
00000ffa,Maharashtra,Engagement,Both,2013,Morning,Vegetarian,,1981352
00000ffb,Uttarakhand,Engagement,Outdoor,2013,Afternoon,Vegetarian,,1818500
00000ffc,Rajasthan,Birthday,Both,2014,Afternoon,,,539514
00000ffd,Assam,Engagement,Both,2013,Afternoon,Non-vegetarian,,1831011
00000ffe,Punjab,Engagement,Indoor,2016,Evening,,,1199707
00000fff,Madhya Pradesh,Birthday,Outdoor,2012,Afternoon,Non-vegetarian,,829159
00001000,Maharashtra,Orientation,Both,2011,Morning,,,1575536
00001001,Mizoram,Birthday,Indoor,2016,Evening,,,51233
00001002,Tamil Nadu,Baptism,Outdoor,2015,Morning,Specific,North-East Style,1778815
00001003,Goa,Baptism,Outdoor,2013,Afternoon,Vegetarian,,1597350
00001004,Bihar,Birthday,Outdoor,2010,Morning,Specific,South Indian,268953
00001005,Punjab,Orientation,Indoor,2012,Morning,Vegetarian,,1130867
00001006,Nagaland,Orientation,Outdoor,2014,Morning,Vegetarian,,1064762
00001007,Bihar,Birthday,Indoor,2011,Morning,Vegetarian,,115374
00001008,Karnataka,Orientation,Indoor,2019,Evening,Specific,North Indian,1661470
00001009,Punjab,First Holy Communion,Indoor,2014,Evening,Specific,Kerala Style,1113997
0000100a,Manipur,Conference,Both,2016,Morning,Vegetarian,,1884340
0000100b,Tamil Nadu,Wedding,Indoor,2014,Evening,,,1406661
0000100c,Uttarakhand,Engagement,Outdoor,2012,Morning,Vegetarian,,1744132
0000100d,Manipur,Engagement,Both,2017,Evening,Non-vegetarian,,830230
0000100e,Assam,Orientation,Both,2012,Morning,Vegetarian,,1700519
0000100f,Uttarakhand,Baptism,Outdoor,2010,Morning,Specific,North-East Style,1424329
00001010,Jharkhand,Wedding,Indoor,2017,Morning,Non-vegetarian,,703572
00001011,Uttarakhand,Baptism,Outdoor,2012,Afternoon,,,1812080
00001012,Gujarat,First Holy Communion,Indoor,2010,Afternoon,Vegetarian,,1266296
00001013,Meghalaya,Orientation,Indoor,2011,Afternoon,Specific,South Indian,1709382
00001014,Kerala,Baptism,Indoor,2015,Morning,Vegetarian,,1398624
00001015,Tamil Nadu,Orientation,Both,2012,Evening,,,1149428
00001016,Tamil Nadu,Conference,Indoor,2019,Morning,Non-vegetarian,,925638
00001017,Jharkhand,Orientation,Outdoor,2011,Evening,,,389876
00001018,Sikkim,Birthday,Both,2013,Afternoon,Vegetarian,,1609185
00001019,Tamil Nadu,Birthday,Both,2019,Afternoon,Vegetarian,,1687055
0000101a,Goa,First Holy Communion,Indoor,2018,Evening,Non-vegetarian,,912455
0000101b,Rajasthan,Wedding,Outdoor,2010,Afternoon,Vegetarian,,457864
0000101c,Madhya Pradesh,First Holy Communion,Both,2016,Morning,,,765371
0000101d,Uttar Pradesh,Housewarming,Both,2019,Afternoon,Specific,Kerala Style,1928975
0000101e,Goa,Birthday,Indoor,2015,Evening,Specific,Kerala Style,1735479
0000101f,Bihar,Conference,Both,2015,Afternoon,Non-vegetarian,,119082
00001020,Maharashtra,Engagement,Outdoor,2017,Morning,,,623188
00001021,Tamil Nadu,Wedding,Both,2010,Afternoon,Specific,North-East Style,259879
00001022,Jharkhand,First Holy Communion,Both,2015,Evening,Vegetarian,,1322210
00001023,Kerala,Orientation,Both,2017,Morning,Specific,North Indian,1858003
00001024,Assam,Housewarming,Indoor,2015,Afternoon,Specific,Kerala Style,240340
00001025,Uttar Pradesh,Engagement,Both,2011,Evening,Non-vegetarian,,525661
00001026,Mizoram,Wedding,Outdoor,2019,Evening,Non-vegetarian,,583872
00001027,Rajasthan,First Holy Communion,Both,2012,Morning,Specific,North-East Style,365935
00001028,Manipur,Housewarming,Indoor,2014,Morning,Vegetarian,,1179124
00001029,Kerala,Housewarming,Indoor,2017,Afternoon,Specific,North-East Style,642657
0000102a,Bihar,Wedding,Outdoor,2011,Afternoon,Vegetarian,,1098414
0000102b,Manipur,Engagement,Both,2013,Afternoon,Non-vegetarian,,529721
0000102c,Chhattisgarh,Baptism,Indoor,2018,Morning,Specific,North-East Style,392380
0000102d,Uttarakhand,Housewarming,Both,2014,Afternoon,Non-vegetarian,,1242470
0000102e,Jharkhand,Conference,Both,2018,Evening,Non-vegetarian,,1179343
0000102f,Mizoram,Wedding,Indoor,2016,Evening,Vegetarian,,1709094
00001030,Assam,Wedding,Indoor,2010,Evening,,,1719118
00001031,Chhattisgarh,Birthday,Outdoor,2015,Afternoon,Specific,South Indian,879097
00001032,Meghalaya,Birthday,Outdoor,2016,Morning,Non-vegetarian,,1833959
00001033,Madhya Pradesh,First Holy Communion,Outdoor,2012,Evening,Specific,Goan,336079
00001034,Mizoram,Conference,Indoor,2018,Afternoon,Specific,North-East Style,1044212
00001035,Sikkim,Conference,Outdoor,2011,Afternoon,Specific,North Indian,1395989
00001036,Uttarakhand,Housewarming,Indoor,2015,Morning,Vegetarian,,1197289
00001037,Maharashtra,Birthday,Both,2016,Afternoon,Specific,South Indian,1562289
00001038,Tamil Nadu,First Holy Communion,Indoor,2010,Evening,Vegetarian,,1083222
00001039,Madhya Pradesh,Engagement,Indoor,2019,Morning,Non-vegetarian,,512294
0000103a,Manipur,Conference,Indoor,2019,Afternoon,Non-vegetarian,,1089369
0000103b,West Bengal,Baptism,Both,2014,Evening,Non-vegetarian,,329780
0000103c,Karnataka,Orientation,Outdoor,2016,Afternoon,Non-vegetarian,,152515
0000103d,Karnataka,First Holy Communion,Both,2014,Morning,Non-vegetarian,,1430173
0000103e,Kerala,Conference,Indoor,2017,Morning,Non-vegetarian,,914324
0000103f,Bihar,Wedding,Both,2019,Afternoon,Vegetarian,,272785
00001040,Goa,First Holy Communion,Both,2013,Morning,Vegetarian,,921993
00001041,Maharashtra,Orientation,Outdoor,2016,Morning,Specific,North Indian,305595
00001042,Himachal Pradesh,Birthday,Both,2013,Morning,,,505553
00001043,Madhya Pradesh,First Holy Communion,Indoor,2015,Evening,Vegetarian,,1762676
00001044,Rajasthan,Engagement,Outdoor,2017,Evening,Vegetarian,,1899230
00001045,Himachal Pradesh,Conference,Indoor,2018,Afternoon,Vegetarian,,656847
00001046,Odisha,First Holy Communion,Indoor,2016,Morning,Non-vegetarian,,73675
00001047,Gujarat,Wedding,Both,2015,Evening,,,77148
00001048,Arunachal Pradesh,Birthday,Indoor,2015,Evening,Vegetarian,,1649054
00001049,Jharkhand,Baptism,Both,2019,Afternoon,,,1100329
0000104a,Telangana,Conference,Indoor,2012,Afternoon,Vegetarian,,1790472
0000104b,Himachal Pradesh,Housewarming,Outdoor,2014,Morning,Specific,North Indian,1657892
0000104c,Jharkhand,Housewarming,Outdoor,2012,Morning,,,804645
0000104d,Meghalaya,Birthday,Both,2013,Evening,Vegetarian,,990617
0000104e,Jharkhand,Orientation,Both,2016,Afternoon,Vegetarian,,1988309
0000104f,Sikkim,Conference,Indoor,2019,Afternoon,Non-vegetarian,,681181
00001050,Himachal Pradesh,Wedding,Indoor,2013,Evening,Non-vegetarian,,799693
00001051,West Bengal,Birthday,Outdoor,2011,Afternoon,Vegetarian,,1297674
00001052,Manipur,Housewarming,Indoor,2014,Evening,Specific,Goan,430627
00001053,Uttar Pradesh,Engagement,Indoor,2013,Afternoon,Vegetarian,,988253
00001054,Goa,Orientation,Indoor,2016,Evening,Specific,North-East Style,967794
00001055,Madhya Pradesh,Wedding,Both,2012,Morning,Vegetarian,,1176186
00001056,Nagaland,Orientation,Outdoor,2016,Morning,Vegetarian,,1652800
00001057,Mizoram,Engagement,Outdoor,2011,Afternoon,Non-vegetarian,,285564
00001058,Andhra Pradesh,Birthday,Indoor,2019,Morning,Non-vegetarian,,1750956
00001059,Manipur,Housewarming,Indoor,2017,Afternoon,,,1279587
0000105a,Nagaland,Birthday,Both,2017,Evening,Non-vegetarian,,1384116
